#C = Cell, L = Link, N = Neighbor, M = Midpoint||||||||||||
#Cell_Index||Link_Index|Cell_Zpos|CellXpos|Neighbor_Index|Neighbor_Zpos|Neighbor_Xpos|Midpoint_Zpos|Midpoint_Xpos|CellNeighbor_Distance|Cell_Distance|Neighbor_Distance
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1827|1827|1827-418|-15955|-13203|418|-17295|-13855|-16625|-13529|1490.2026707801|745.10133539003|745.10133539003
1827|1827|1827-1009|-15955|-13203|1009|-15995|-13039|-15975|-13121|168.80758276807|84.403791384037|84.403791384037
1827|1827|1827-1393|-15955|-13203|1393|-15528|-13390|-15741.5|-13296.5|466.15233561573|233.07616780786|233.07616780786
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1828|1828|-26084|-16483|4084|8|-23412|-1340|-19947.5|1372|8799.4782231676|4399.7391115838|4399.7391115838
1828|1828|-26053|-16483|4084|9|-14166|2973|-15324.5|3528.5|2569.5933530425|1284.7966765212|1284.7966765212
1828|1828|-25992|-16483|4084|11|-23264|23797|-19873.5|13940.5|20846.686307421|10423.34315371|10423.34315371
1828|1828|1828-72|-16483|4084|72|-20860|7089|-18671.5|5586.5|5309.2517363561|2654.625868178|2654.625868178
1828|1828|1828-150|-16483|4084|150|-19719|2506|-18101|3295|3600.2472137341|1800.123606867|1800.123606867
1828|1828|1828-175|-16483|4084|175|-14184|6088|-15333.5|5086|3049.8224538487|1524.9112269244|1524.9112269244
1828|1828|1828-214|-16483|4084|214|-14622|3194|-15552.5|3639|2062.8671794374|1031.4335897187|1031.4335897187
1828|1828|1828-298|-16483|4084|298|-16226|3219|-16354.5|3651.5|902.37132046625|451.18566023312|451.18566023312
1828|1828|1828-1358|-16483|4084|1358|-15893|4421|-16188|4252.5|679.46228740085|339.73114370043|339.73114370043
1828|1828|1828-2209|-16483|4084|2209|-16651|4152|-16567|4118|181.24017214735|90.620086073674|90.620086073674
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1829|1829|-25900|1785|-12550|2|1905|-9319|1845|-10934.5|3233.2276443208|1616.6138221604|1616.6138221604
1829|1829|-25841|1785|-12550|4|-14791|-12627|-6503|-12588.5|16576.178841941|8288.0894209703|8288.0894209703
1829|1829|1829-13|1785|-12550|13|8938|-12375|5361.5|-12462.5|7155.1403899574|3577.5701949787|3577.5701949787
1829|1829|1829-32|1785|-12550|32|2173|-10770|1979|-11660|1821.7969151363|910.89845756813|910.89845756813
1829|1829|1829-111|1785|-12550|111|677|-13445|1231|-12997.5|1424.3205397662|712.16026988312|712.16026988312
1829|1829|1829-211|1785|-12550|211|2662|-12965|2223.5|-12757.5|970.23399239565|485.11699619782|485.11699619782
1829|1829|1829-479|1785|-12550|479|1970|-12537|1877.5|-12543.5|185.45619428857|92.728097144285|92.728097144285
1829|1829|1829-626|1785|-12550|626|1441|-12989|1613|-12769.5|557.72484255231|278.86242127616|278.86242127616
1829|1829|1829-1623|1785|-12550|1623|926|-11499|1355.5|-12024.5|1357.3805656484|678.69028282421|678.69028282421
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1830|1830|-25446|19491|-11904|5|14269|279|16880|-5812.5|13254.99049415|6627.4952470749|6627.4952470749
1830|1830|1830-13|19491|-11904|13|8938|-12375|14214.5|-12139.5|10563.505573435|5281.7527867177|5281.7527867177
1830|1830|1830-135|19491|-11904|135|17532|-12036|18511.5|-11970|1963.4421305452|981.72106527262|981.72106527262
1830|1830|1830-189|19491|-11904|189|18594|-13257|19042.5|-12580.5|1623.3354551663|811.66772758315|811.66772758315
1830|1830|1830-221|19491|-11904|221|19876|-11756|19683.5|-11830|412.46696837444|206.23348418722|206.23348418722
1830|1830|1830-246|19491|-11904|246|20106|-13562|19798.5|-12733|1768.3859872777|884.19299363883|884.19299363883
1830|1830|1830-296|19491|-11904|296|18207|-12135|18849|-12019.5|1304.6137359387|652.30686796936|652.30686796936
1830|1830|1830-1661|19491|-11904|1661|19285|-11145|19388|-11524.5|786.45851766002|393.22925883001|393.22925883001
1830|1830|1830-1820|19491|-11904|1820|20000|-11550|19745.5|-11727|619.99758064044|309.99879032022|309.99879032022
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1831|1831|1831-13|19824|-22781|13|8938|-12375|14381|-17578|15059.542888149|7529.7714440745|7529.7714440745
1831|1831|1831-42|19824|-22781|42|17934|-22249|18879|-22515|1963.4469689808|981.72348449041|981.72348449041
1831|1831|1831-94|19824|-22781|94|23242|-21548|21533|-22164.5|3633.595051736|1816.797525868|1816.797525868
1831|1831|1831-176|19824|-22781|176|21185|-20239|20504.5|-21510|2883.4155094263|1441.7077547131|1441.7077547131
1831|1831|1831-1092|19824|-22781|1092|20205|-21590|20014.5|-22185.5|1250.456716564|625.228358282|625.228358282
1831|1831|1831-1464|19824|-22781|1464|20043|-22950|19933.5|-22865.5|276.62610144381|138.3130507219|138.3130507219
1831|1831|1831-2351|19824|-22781|2351|18501|-21390|19162.5|-22085.5|1919.6900791534|959.8450395767|959.8450395767
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1832|1832|-24805|-142|-22605|2|1905|-9319|881.5|-15962|13442.767758166|6721.3838790832|6721.3838790832
1832|1832|-24745|-142|-22605|4|-14791|-12627|-7466.5|-17616|17724.381089336|8862.1905446678|8862.1905446678
1832|1832|1832-13|-142|-22605|13|8938|-12375|4398|-17490|13678.424616892|6839.2123084461|6839.2123084461
1832|1832|1832-44|-142|-22605|44|-2840|-21328|-1491|-21966.5|2984.9510883765|1492.4755441882|1492.4755441882
1832|1832|1832-67|-142|-22605|67|1642|-22332|750|-22468.5|1804.7672980193|902.38364900967|902.38364900967
1832|1832|1832-75|-142|-22605|75|-75|-19226|-108.5|-20915.5|3379.6641845012|1689.8320922506|1689.8320922506
1832|1832|1832-268|-142|-22605|268|-982|-23563|-562|-23084|1274.1130248137|637.05651240687|637.05651240687
1832|1832|1832-427|-142|-22605|427|76|-23751|-33|-23178|1166.5504704041|583.27523520204|583.27523520204
1832|1832|1832-1582|-142|-22605|1582|-354|-22412|-248|-22508.5|286.69321582486|143.34660791243|143.34660791243
1832|1832|1832-2155|-142|-22605|2155|1365|-22428|611.5|-22516.5|1517.35888965|758.67944482502|758.67944482502
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1833|1833|-24319|-11407|6800|6|-7163|23056|-9285|14928|16800.865215816|8400.4326079078|8400.4326079078
1833|1833|-24289|-11407|6800|7|-9453|6428|-10430|6614|1989.0952717253|994.54763586266|994.54763586266
1833|1833|-24227|-11407|6800|9|-14166|2973|-12786.5|4886.5|4717.8395479287|2358.9197739643|2358.9197739643
1833|1833|-24166|-11407|6800|11|-23264|23797|-17335.5|15298.5|20724.055056866|10362.027528433|10362.027528433
1833|1833|1833-54|-11407|6800|54|-11767|4899|-11587|5849.5|1934.7870683876|967.39353419382|967.39353419382
1833|1833|1833-63|-11407|6800|63|-14865|8835|-13136|7817.5|4012.3545456502|2006.1772728251|2006.1772728251
1833|1833|1833-140|-11407|6800|140|-10847|7087|-11127|6943.5|629.26067730313|314.63033865157|314.63033865157
1833|1833|1833-175|-11407|6800|175|-14184|6088|-12795.5|6444|2866.8228058253|1433.4114029126|1433.4114029126
1833|1833|1833-702|-11407|6800|702|-11384|6094|-11395.5|6447|706.37454654029|353.18727327014|353.18727327014
1833|1833|1833-967|-11407|6800|967|-10561|6265|-10984|6532.5|1000.9700295214|500.48501476068|500.48501476068
1833|1833|1833-1139|-11407|6800|1139|-12201|9010|-11804|7905|2348.3049205757|1174.1524602878|1174.1524602878
1833|1833|1833-1353|-11407|6800|1353|-10271|8906|-10839|7853|2392.8501833587|1196.4250916794|1196.4250916794
1833|1833|1833-1981|-11407|6800|1981|-13256|7750|-12331.5|7275|2078.7739174812|1039.3869587406|1039.3869587406
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1834|1834|-23985|15399|14393|5|14269|279|14834|7336|14159.162969611|7079.5814848054|7079.5814848054
1834|1834|-23771|15399|14393|12|7017|8662|11208|11527.5|10153.929534914|5076.964767457|5076.964767457
1834|1834|1834-17|15399|14393|17|17323|14676|16361|14534.5|1944.7017766228|972.35088831142|972.35088831142
1834|1834|1834-20|15399|14393|20|12962|12918|14180.5|13655.5|2848.6126447799|1424.30632239|1424.30632239
1834|1834|1834-109|15399|14393|109|13890|16197|14644.5|15295|2351.9134762997|1175.9567381498|1175.9567381498
1834|1834|1834-179|15399|14393|179|16086|10308|15742.5|12350.5|4142.3657491825|2071.1828745912|2071.1828745912
1834|1834|1834-417|15399|14393|417|14817|14123|15108|14258|641.57930141176|320.78965070588|320.78965070588
1834|1834|1834-535|15399|14393|535|15673|12666|15536|13529.5|1748.6008692666|874.30043463331|874.30043463331
1834|1834|1834-1553|15399|14393|1553|14957|15295|15178|14844|1004.4739916991|502.23699584957|502.23699584957
1834|1834|1834-1800|15399|14393|1800|15679|14934|15539|14663.5|609.16418148148|304.58209074074|304.58209074074
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1835|1835|-23589|-20280|23199|6|-7163|23056|-13721.5|23127.5|13117.779461479|6558.8897307395|6558.8897307395
1835|1835|-23559|-20280|23199|7|-9453|6428|-14866.5|14813.5|19962.22357354|9981.11178677|9981.11178677
1835|1835|-23436|-20280|23199|11|-23264|23797|-21772|23498|3043.3304125579|1521.665206279|1521.665206279
1835|1835|1835-174|-20280|23199|174|-23746|20809|-22013|22004|4210.137289923|2105.0686449615|2105.0686449615
1835|1835|1835-202|-20280|23199|202|-18756|22441|-19518|22820|1702.098704541|851.04935227048|851.04935227048
1835|1835|1835-602|-20280|23199|602|-21190|22926|-20735|23062.5|950.06789231086|475.03394615543|475.03394615543
1835|1835|1835-811|-20280|23199|811|-19959|22580|-20119.5|22889.5|697.28186553215|348.64093276608|348.64093276608
1835|1835|1835-872|-20280|23199|872|-21292|23591|-20786|23395|1085.26863034|542.63431516999|542.63431516999
1835|1835|1835-1161|-20280|23199|1161|-19597|23474|-19938.5|23336.5|736.28391263153|368.14195631577|368.14195631577
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1836|1836|-23223|-23483|16110|6|-7163|23056|-15323|19583|17736.665864812|8868.3329324062|8868.3329324062
1836|1836|-23193|-23483|16110|7|-9453|6428|-16468|11269|17046.466613348|8523.2333066742|8523.2333066742
1836|1836|-23162|-23483|16110|8|-23412|-1340|-23447.5|7385|17450.144440663|8725.0722203315|8725.0722203315
1836|1836|-23131|-23483|16110|9|-14166|2973|-18824.5|9541.5|16105.503966036|8052.751983018|8052.751983018
1836|1836|-23070|-23483|16110|11|-23264|23797|-23373.5|19953.5|7690.1189847752|3845.0594923876|3845.0594923876
1836|1836|1836-98|-23483|16110|98|-18407|20312|-20945|18211|6589.5811703021|3294.7905851511|3294.7905851511
1836|1836|1836-160|-23483|16110|160|-21665|8077|-22574|12093.5|8236.1528033421|4118.0764016711|4118.0764016711
1836|1836|1836-174|-23483|16110|174|-23746|20809|-23614.5|18459.5|4706.3542153136|2353.1771076568|2353.1771076568
1836|1836|1836-180|-23483|16110|180|-17419|13734|-20451|14922|6512.8697207913|3256.4348603956|3256.4348603956
1836|1836|1836-1206|-23483|16110|1206|-23281|16953|-23382|16531.5|866.86388781631|433.43194390815|433.43194390815
1836|1836|1836-1972|-23483|16110|1972|-22291|14972|-22887|15541|1648.0012135918|824.00060679589|824.00060679589
1836|1836|1836-2091|-23483|16110|2091|-21768|15947|-22625.5|16028.5|1722.7286495557|861.36432477785|861.36432477785
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1837|1837|-23009|-2018|-7220|1|-3421|6409|-2719.5|-405.5|13701.023684382|6850.5118421911|6850.5118421911
1837|1837|-22978|-2018|-7220|2|1905|-9319|-56.5|-8269.5|4449.2392608175|2224.6196304088|2224.6196304088
1837|1837|-22950|-2018|-7220|3|-7744|5208|-4881|-1006|13683.649367037|6841.8246835183|6841.8246835183
1837|1837|-22919|-2018|-7220|4|-14791|-12627|-8404.5|-9923.5|13870.298410633|6935.1492053164|6935.1492053164
1837|1837|1837-32|-2018|-7220|32|2173|-10770|77.5|-8995|5492.4476328865|2746.2238164432|2746.2238164432
1837|1837|1837-64|-2018|-7220|64|-3589|-10142|-2803.5|-8681|3317.5480403455|1658.7740201727|1658.7740201727
1837|1837|1837-95|-2018|-7220|95|-2611|-6561|-2314.5|-6890.5|886.52693134501|443.2634656725|443.2634656725
1837|1837|1837-473|-2018|-7220|473|-2557|-6972|-2287.5|-7096|593.31694733928|296.65847366964|296.65847366964
1837|1837|1837-918|-2018|-7220|918|-3203|-8694|-2610.5|-7957|1891.2696793424|945.63483967121|945.63483967121
1837|1837|1837-1116|-2018|-7220|1116|-1335|-7577|-1676.5|-7398.5|770.67373122483|385.33686561241|385.33686561241
1837|1837|1837-1882|-2018|-7220|1882|-1823|-6603|-1920.5|-6911.5|647.08113865264|323.54056932632|323.54056932632
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1838|1838|-22554|-14607|-16392|4|-14791|-12627|-14699|-14509.5|3769.4934672977|1884.7467336488|1884.7467336488
1838|1838|1838-39|-14607|-16392|39|-10444|-14610|-12525.5|-15501|4528.3653783678|2264.1826891839|2264.1826891839
1838|1838|1838-89|-14607|-16392|89|-18726|-19827|-16666.5|-18109.5|5363.3372073738|2681.6686036869|2681.6686036869
1838|1838|1838-90|-14607|-16392|90|-13616|-12689|-14111.5|-14540.5|3833.3131883529|1916.6565941764|1916.6565941764
1838|1838|1838-91|-14607|-16392|91|-11229|-20175|-12918|-18283.5|5071.6834483236|2535.8417241618|2535.8417241618
1838|1838|1838-108|-14607|-16392|108|-9777|-17651|-12192|-17021.5|4991.3906879746|2495.6953439873|2495.6953439873
1838|1838|1838-123|-14607|-16392|123|-20154|-12164|-17380.5|-14278|6974.6105984492|3487.3052992246|3487.3052992246
1838|1838|1838-187|-14607|-16392|187|-17025|-21142|-15816|-18767|5330.0303939096|2665.0151969548|2665.0151969548
1838|1838|1838-465|-14607|-16392|465|-14611|-17308|-14609|-16850|916.00873358282|458.00436679141|458.00436679141
1838|1838|1838-526|-14607|-16392|526|-16083|-15267|-15345|-15829.5|1855.8558672483|927.92793362416|927.92793362416
1838|1838|1838-731|-14607|-16392|731|-13290|-16357|-13948.5|-16374.5|1317.4649900472|658.73249502359|658.73249502359
1838|1838|1838-1608|-14607|-16392|1608|-13887|-15238|-14247|-15815|1360.1896926532|680.0948463266|680.0948463266
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1839|1839|-22128|4390|16376|6|-7163|23056|-1386.5|19716|13345.194228635|6672.5971143176|6672.5971143176
1839|1839|-22006|4390|16376|10|1374|10662|2882|13519|6461.1184790251|3230.5592395126|3230.5592395126
1839|1839|-21945|4390|16376|12|7017|8662|5703.5|12519|8149.0444225075|4074.5222112537|4074.5222112537
1839|1839|1839-29|4390|16376|29|3281|14204|3835.5|15290|2438.7425038327|1219.3712519163|1219.3712519163
1839|1839|1839-48|4390|16376|48|1573|17143|2981.5|16759.5|2919.5509928754|1459.7754964377|1459.7754964377
1839|1839|1839-61|4390|16376|61|5240|18825|4815|17600.5|2592.3157600879|1296.1578800439|1296.1578800439
1839|1839|1839-154|4390|16376|154|9935|17021|7162.5|16698.5|5582.3874820725|2791.1937410363|2791.1937410363
1839|1839|1839-186|4390|16376|186|7473|13296|5931.5|14836|4357.8996087565|2178.9498043782|2178.9498043782
1839|1839|1839-444|4390|16376|444|4030|16347|4210|16361.5|361.16616674323|180.58308337162|180.58308337162
1839|1839|1839-1144|4390|16376|1144|5063|14263|4726.5|15319.5|2217.5883296951|1108.7941648476|1108.7941648476
1839|1839|1839-2050|4390|16376|2050|5180|16604|4785|16490|822.2432730038|411.1216365019|411.1216365019
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1840|1840|-21579|11724|17561|12|7017|8662|9370.5|13111.5|10067.176863451|5033.5884317254|5033.5884317254
1840|1840|1840-76|11724|17561|76|11697|17068|11710.5|17314.5|493.73879734127|246.86939867063|246.86939867063
1840|1840|1840-124|11724|17561|124|10798|17905|11261|17733|987.83196951708|493.91598475854|493.91598475854
1840|1840|1840-128|11724|17561|128|14141|22181|12932.5|19871|5214.0472763488|2607.0236381744|2607.0236381744
1840|1840|1840-354|11724|17561|354|11411|18559|11567.5|18060|1045.9316421258|522.96582106291|522.96582106291
1840|1840|1840-1298|11724|17561|1298|12244|18250|11984|17905.5|863.20391565377|431.60195782688|431.60195782688
1840|1840|1840-1413|11724|17561|1413|11408|16621|11566|17091|991.69350103749|495.84675051875|495.84675051875
1840|1840|1840-1694|11724|17561|1694|12841|17716|12282.5|17638.5|1127.7029750781|563.85148753905|563.85148753905
1840|1840|1840-2061|11724|17561|2061|10475|17517|11099.5|17539|1249.7747797103|624.88738985516|624.88738985516
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1841|1841|-21548|1467|4206|1|-3421|6409|-977|5307.5|5361.5065979629|2680.7532989815|2680.7532989815
1841|1841|-21517|1467|4206|2|1905|-9319|1686|-2556.5|13532.090341111|6766.0451705557|6766.0451705557
1841|1841|-21275|1467|4206|10|1374|10662|1420.5|7434|6456.6698072613|3228.3349036307|3228.3349036307
1841|1841|-21214|1467|4206|12|7017|8662|4242|6434|7117.4739901176|3558.7369950588|3558.7369950588
1841|1841|1841-22|1467|4206|22|3205|7720|2336|5963|3920.3112121361|1960.155606068|1960.155606068
1841|1841|1841-55|1467|4206|55|-346|163|560.5|2184.5|4430.8935893339|2215.4467946669|2215.4467946669
1841|1841|1841-102|1467|4206|102|4153|2021|2810|3113.5|3462.4876895088|1731.2438447544|1731.2438447544
1841|1841|1841-155|1467|4206|155|-3464|10125|-998.5|7165.5|7703.8511148646|3851.9255574323|3851.9255574323
1841|1841|1841-290|1467|4206|290|544|4760|1005.5|4483|1076.4966326004|538.2483163002|538.2483163002
1841|1841|1841-521|1467|4206|521|2104|3446|1785.5|3826|991.6496357081|495.82481785405|495.82481785405
1841|1841|1841-1021|1467|4206|1021|2655|3921|2061|4063.5|1221.7074117807|610.85370589037|610.85370589037
1841|1841|1841-2207|1467|4206|2207|888|5053|1177.5|4629.5|1025.9873293565|512.99366467823|512.99366467823
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1842|1842|-21063|19040|11819|5|14269|279|16654.5|6049|12487.355244406|6243.6776222031|6243.6776222031
1842|1842|-20849|19040|11819|12|7017|8662|13028.5|10240.5|12430.574323015|6215.2871615075|6215.2871615075
1842|1842|1842-17|19040|11819|17|17323|14676|18181.5|13247.5|3333.2473655581|1666.623682779|1666.623682779
1842|1842|1842-59|19040|11819|59|20106|12444|19573|12131.5|1235.710726667|617.85536333352|617.85536333352
1842|1842|1842-73|19040|11819|73|18186|9411|18613|10615|2554.9520543447|1277.4760271723|1277.4760271723
1842|1842|1842-179|19040|11819|179|16086|10308|17563|11063.5|3318.0170282866|1659.0085141433|1659.0085141433
1842|1842|1842-1025|19040|11819|1025|18461|10458|18750.5|11138.5|1479.0409054519|739.52045272595|739.52045272595
1842|1842|1842-1174|19040|11819|1174|20396|11464|19718|11641.5|1401.6993258185|700.84966290924|700.84966290924
1842|1842|1842-1946|19040|11819|1946|19148|13234|19094|12526.5|1419.1155696419|709.55778482094|709.55778482094
1842|1842|1842-2164|19040|11819|2164|18024|11731|18532|11775|1019.8039027186|509.90195135928|509.90195135928
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1843|1843|-20667|3430|13937|6|-7163|23056|-1866.5|18496.5|13977.403550016|6988.701775008|6988.701775008
1843|1843|-20545|3430|13937|10|1374|10662|2402|12299.5|3866.8800084823|1933.4400042411|1933.4400042411
1843|1843|-20484|3430|13937|12|7017|8662|5223.5|11299.5|6379.0433452047|3189.5216726023|3189.5216726023
1843|1843|1843-18|3430|13937|18|2227|12385|2828.5|13161|1963.6478808585|981.82394042924|981.82394042924
1843|1843|1843-29|3430|13937|29|3281|14204|3355.5|14070.5|305.76134484267|152.88067242134|152.88067242134
1843|1843|1843-118|3430|13937|118|4279|11798|3854.5|12867.5|2301.3304847414|1150.6652423707|1150.6652423707
1843|1843|1843-186|3430|13937|186|7473|13296|5451.5|13616.5|4093.4985037251|2046.7492518626|2046.7492518626
1843|1843|1843-407|3430|13937|407|3490|12674|3460|13305.5|1264.4243749628|632.21218748139|632.21218748139
1843|1843|1843-698|3430|13937|698|2638|14869|3034|14403|1223.0650023609|611.53250118044|611.53250118044
1843|1843|1843-1493|3430|13937|1493|2461|13913|2945.5|13925|969.29716805529|484.64858402764|484.64858402764
1843|1843|1843-2284|3430|13937|2284|3618|14204|3524|14070.5|326.54708695684|163.27354347842|163.27354347842
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1844|1844|-20422|7146|5864|2|1905|-9319|4525.5|-1727.5|16062.115987628|8031.0579938138|8031.0579938138
1844|1844|-20332|7146|5864|5|14269|279|10707.5|3071.5|9051.4835248151|4525.7417624076|4525.7417624076
1844|1844|-20118|7146|5864|12|7017|8662|7081.5|7263|2800.9721526641|1400.4860763321|1400.4860763321
1844|1844|1844-33|7146|5864|33|6432|7227|6789|6545.5|1538.6893773598|769.34468867992|769.34468867992
1844|1844|1844-40|7146|5864|40|7863|6618|7504.5|6241|1040.4830608905|520.24153044523|520.24153044523
1844|1844|1844-142|7146|5864|142|6846|3239|6996|4551.5|2642.0872430713|1321.0436215356|1321.0436215356
1844|1844|1844-219|7146|5864|219|8040|5698|7593|5781|909.2810346642|454.6405173321|454.6405173321
1844|1844|1844-331|7146|5864|331|8375|5188|7760.5|5526|1402.6464272938|701.32321364689|701.32321364689
1844|1844|1844-862|7146|5864|862|7981|4785|7563.5|5324.5|1364.3555255138|682.17776275689|682.17776275689
1844|1844|1844-1125|7146|5864|1125|7401|6522|7273.5|6193|705.68335675429|352.84167837714|352.84167837714
1844|1844|1844-1398|7146|5864|1398|8590|5833|7868|5848.5|1444.3327179012|722.16635895062|722.16635895062
1844|1844|1844-1853|7146|5864|1853|6609|4576|6877.5|5220|1395.4615723838|697.73078619192|697.73078619192
1844|1844|1844-2179|7146|5864|2179|6884|5958|7015|5911|278.35229476331|139.17614738165|139.17614738165
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1845|1845|-19967|23929|20324|5|14269|279|19099|10301.5|22251.238729563|11125.619364781|11125.619364781
1845|1845|-19753|23929|20324|12|7017|8662|15473|14493|20543.076400578|10271.538200289|10271.538200289
1845|1845|1845-21|23929|20324|21|19989|23365|21959|21844.5|4977.0755469452|2488.5377734726|2488.5377734726
1845|1845|1845-80|23929|20324|80|19440|18474|21684.5|19399|4855.2673458832|2427.6336729416|2427.6336729416
1845|1845|1845-207|23929|20324|207|23439|12444|23684|16384|7895.2200729302|3947.6100364651|3947.6100364651
1845|1845|1845-641|23929|20324|641|23584|19921|23756.5|20122.5|530.50353438973|265.25176719487|265.25176719487
1845|1845|1845-1589|23929|20324|1589|22788|21040|23358.5|20682|1347.0475121539|673.52375607695|673.52375607695
1845|1845|1845-2331|23929|20324|2331|23826|21438|23877.5|20881|1118.7515363118|559.3757681559|559.3757681559
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1846|1846|-19388|9774|11437|12|7017|8662|8395.5|10049.5|3911.7354205007|1955.8677102504|1955.8677102504
1846|1846|1846-57|9774|11437|57|11101|10580|10437.5|11008.5|1579.6765491707|789.83827458537|789.83827458537
1846|1846|1846-79|9774|11437|79|8819|14206|9296.5|12821.5|2929.0588932283|1464.5294466142|1464.5294466142
1846|1846|1846-178|9774|11437|178|8218|11616|8996|11526.5|1566.2621108869|783.13105544347|783.13105544347
1846|1846|1846-713|9774|11437|713|9617|11074|9695.5|11255.5|395.49715548914|197.74857774457|197.74857774457
1846|1846|1846-787|9774|11437|787|8854|11438|9314|11437.5|920.0005434781|460.00027173905|460.00027173905
1846|1846|1846-1263|9774|11437|1263|11315|11871|10544.5|11654|1600.948781192|800.47439059598|800.47439059598
1846|1846|1846-1360|9774|11437|1360|9848|11075|9811|11256|369.48612964494|184.74306482247|184.74306482247
1846|1846|1846-1468|9774|11437|1468|8995|12733|9384.5|12085|1512.1035017485|756.05175087424|756.05175087424
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1847|1847|-19326|2050|-18968|2|1905|-9319|1977.5|-14143.5|9650.0894296374|4825.0447148187|4825.0447148187
1847|1847|-19267|2050|-18968|4|-14791|-12627|-6370.5|-15797.5|17995.209418065|8997.6047090323|8997.6047090323
1847|1847|1847-13|2050|-18968|13|8938|-12375|5494|-15671.5|9534.7885660879|4767.3942830439|4767.3942830439
1847|1847|1847-24|2050|-18968|24|2285|-15339|2167.5|-17153.5|3636.6008854423|1818.3004427212|1818.3004427212
1847|1847|1847-67|2050|-18968|67|1642|-22332|1846|-20650|3388.6516492552|1694.3258246276|1694.3258246276
1847|1847|1847-75|2050|-18968|75|-75|-19226|987.5|-19097|2140.6048210728|1070.3024105364|1070.3024105364
1847|1847|1847-143|2050|-18968|143|4195|-20927|3122.5|-19947.5|2904.9450941455|1452.4725470727|1452.4725470727
1847|1847|1847-282|2050|-18968|282|2258|-19881|2154|-19424.5|936.39361381846|468.19680690923|468.19680690923
1847|1847|1847-909|2050|-18968|909|331|-18256|1190.5|-18612|1860.6195204824|930.30976024118|930.30976024118
1847|1847|1847-1275|2050|-18968|1275|2661|-19471|2355.5|-19219.5|791.41013387497|395.70506693749|395.70506693749
1847|1847|1847-1868|2050|-18968|1868|2684|-18456|2367|-18712|814.92330927517|407.46165463759|407.46165463759
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
1848|1848|-18901|-20923|-63|4|-14791|-12627|-17857|-6345|13980.540762074|6990.2703810368|6990.2703810368
1848|1848|-18779|-20923|-63|8|-23412|-1340|-22167.5|-701.5|2797.4720731403|1398.7360365702|1398.7360365702
